X	145714	2.099789e-152
X	153227	3.613057e-130
X	249692	1.902981e-132
X	289358	8.44151e-162
X	329344	9.312921e-151
X	386224	2.434859e-149
X	440977	2.386785e-166
X	493900	5.513724e-188
X	532160	3.931331e-168
X	583399	1.507067e-157
X	606585	2.213206e-171
X	689260	1.194597e-149
X	748673	6.465763e-185
X	791269	1.21386e-154
X	826048	4.66113e-140
X	899448	2.931514e-158
X	938038	1.683771e-137
X	985091	0.0
X	1026526	4.131391e-177
X	1062439	2.615072e-166
X	1132713	1.534731e-172
X	1199425	7.554227e-179
X	1230169	3.276714e-204
X	1276200	6.637445e-202
X	1336466	4.68693e-206
X	1350710	2.69898e-196
X	1437232	1.439934e-197
X	1487641	4.240411e-232
X	1507271	4.452313e-209
X	1553888	1.229771e-208
X	1649362	1.440097e-225
X	1672072	3.43524e-231
X	1723588	1.164033e-237
X	1791080	1.536766e-242
X	1820108	0.0
X	1899827	0.0
X	1924536	0.0
X	1973406	0.0
X	2001888	0.0
X	2057782	0.0
X	2106937	0.0
X	2163987	0.0
X	2202029	0.0
X	2253630	0.0
X	2320629	0.0
X	2371592	2.663313e-291
X	2434720	4.166392e-287
X	2488888	1.200485e-266
X	2519673	7.74238e-289
X	2597806	4.45678e-192
X	2628603	0.0
X	2655239	0.0
X	2719067	0.0
X	2752968	0.0
X	2801829	0.0
X	2876573	0.0
X	2931210	0.0
X	2964459	2e-323
X	3005949	8.972436e-187
X	3067404	4.267289e-194
X	3146278	2.674931e-150
X	3167341	1.680758e-212
X	3243869	1.628372e-190
X	3259232	1.008622e-182
X	3316926	2.147836e-169
X	3352498	0.0
X	3435806	0.0
X	3482143	4.00796e-183
X	3502761	5.202668e-193
X	3572210	3.224883e-203
X	3624200	1.387637e-177
X	3699583	3.593868e-173
X	3736052	2.570064e-163
X	3780211	2.366447e-171
X	3849626	2.12438e-267
X	3881367	6.505613e-306
X	3918141	4.942724e-268
X	3957355	5.736742e-273
X	4030778	1.022802e-192
X	4086120	4.402336e-295
X	4105103	6.158932e-243
X	4199056	1.047534e-290
X	4249731	0.0
X	4259299	0.0
X	4306411	7.697093e-308
X	4357890	9.139378e-269
X	4539247	6.924736e-229
X	4564530	2.701362e-249
X	4634413	2.534778e-287
X	4674061	1.935323e-231
X	4701001	9.178423e-198
X	4778342	9.885304e-212
X	4835869	5.174684e-275
X	4850539	3.177887e-214
X	4940782	2.229498e-299
X	4976505	5.489919e-234
X	5044362	6.741209e-172
X	5058831	6.408914e-225
X	5133902	3.365718e-110
X	5221593	4.564755e-150
X	5337998	1.23078e-266
X	5384680	6.616755e-233
X	5434799	1.068501e-230
X	5464838	3.004455e-206
X	5511643	9.027846e-163
X	5581928	1.187978e-166
X	5633629	2.402004e-221
X	5687417	9.708394e-229
X	5747134	9.923498e-316
X	5771193	4.237861e-296
X	5801398	7.384744e-274
X	5890838	8.862361e-290
X	5911217	7.601064e-236
X	5994262	1.12715e-139
X	6029019	1.472805e-154
X	6084718	3.838632e-267
X	6122529	2.006042e-251
X	6195181	1.877766e-207
X	6201751	1.933692e-230
X	6266490	0.0
X	6307521	1.487496e-226
X	6386704	2.105887e-220
X	6428958	0.0
X	6461914	0.0
X	6529303	1.789642e-317
X	6582082	0.0
X	6623544	0.0
X	6682799	6.500215e-259
X	6702995	3.302027e-233
X	6766779	0.0
X	6807945	2.47728e-225
X	6943378	9.222675e-172
X	6967608	1.934386e-179
X	7009178	3.004978e-153
X	7060032	6.40136e-123
X	7191027	7.783861e-111
X	7299556	7.902262e-117
X	7421559	2.011649e-114
X	7466589	2.465226e-112
X	7630139	1.901505e-112
X	7687854	5.96889e-175
X	7738171	1.390522e-206
X	7811782	3.693275e-122
X	7911022	5.670563e-170
X	7979978	1.269595e-213
X	8037144	2.27461e-267
X	8093126	5.009072e-271
X	8149781	1.240602e-317
X	8151445	0.0
X	8209696	0.0
X	8285856	0.0
X	8301660	6.355993e-240
X	8357568	1.729458e-204
X	8444402	7.153594e-279
X	8466936	1.225124e-112
X	8546944	4.393024e-190
X	8584374	4.51686e-154
X	8624928	2.040902e-171
X	8683061	6.693481e-279
X	8711883	0.0
X	8777397	9.550635e-174
X	8819317	2.393722e-131
X	8931345	1.636862e-153
X	9038417	9.318002e-200
X	9055164	3.428358e-206
X	9176642	4.85843e-129
X	9238702	2.138816e-218
X	9553849	9.738838e-141
X	9646969	2.906854e-220
X	9675546	3.676253e-193
X	9730756	1.621072e-267
X	9788733	7.018288e-254
X	9810983	2.539264e-176
X	9851099	1.547622e-188
X	9924933	3.462566e-119
X	9999901	5.362127e-269
X	10000615	4.721634e-274
X	10079483	8.098869e-210
X	10125408	1.18252e-159
X	10175003	7.215811e-193
X	10217007	5.613553e-117
X	10278716	2.258417e-200
X	10639538	2.47e-320
X	10674154	0.0
X	10701259	4.243533e-276
X	10768404	1.126163e-195
X	10843588	1.30683e-308
X	10856346	0.0
X	10943507	0.0
X	10958705	8.698925e-235
X	11037787	1.103065e-213
X	11073347	0.0
X	11107819	0.0
X	11153563	1.00973e-301
X	11238688	6.165685e-187
X	11259062	3.341389e-274
X	11344662	2.755395e-234
X	11378966	1.5407e-128
X	11410845	5.862616e-189
X	11457983	4.504349e-149
X	11517372	1.272027e-207
X	11584088	2.080151e-274
X	11643203	2.266478e-271
X	11658560	2.159731e-184
X	11737115	1.761333e-141
X	11770328	1.201611e-121
X	11899216	2.017048e-136
X	11935071	2.315481e-219
X	11959931	1.800257e-176
X	12017112	2.544834e-157
X	12057339	4.413994e-128
X	12634649	3.862104e-152
X	12671176	9.487912e-203
X	12747134	3.262233e-174
X	12761436	6.229776e-232
X	12848354	1.64059e-201
X	12878926	2.008254e-155
X	12913323	2.632135e-158
X	12995444	5.407046e-294
X	13000126	2.402498e-266
X	13096496	5.166712e-199
X	13146785	6.650476e-247
X	13162574	2.210157e-230
X	13244697	6.161219e-198
X	13257400	5.420654e-219
X	13369056	1.05971e-188
X	13445024	1.520567e-191
X	13470845	6.197359e-197
X	13524228	3.903219e-206
X	13582417	5.935281e-220
X	13618804	1.226344e-299
X	13652640	1.84714e-194
X	13700487	3.007449e-232
X	13780618	1.756617e-169
X	13831180	7.479006e-145
X	14198215	1.708958e-122
X	14213343	3.623751e-118
X	14456725	4.818884e-129
X	14949072	2.091925e-128
X	14993100	1.396093e-162
X	15000840	2.610675e-149
X	15098267	1.305122e-292
X	15120614	3.030014e-283
X	15163869	1.183977e-235
X	15208885	2.022012e-202
X	15254360	5.552879e-134
X	15601905	9.771086e-129
X	15765284	4.932512e-231
X	15823120	5.771731e-241
X	15874461	2.26692e-196
X	15976868	4.970572e-115
X	16094304	5.575553e-237
X	16111896	5.245372e-212
X	16187747	1.795938e-273
X	16242543	0.0
X	16250224	0.0
X	16300165	0.0
X	16350837	0.0
X	16403066	0.0
X	16478317	8.21e-321
X	16503239	0.0
X	16552097	0.0
X	16767632	6.630629e-143
X	16832793	9.463333e-165
X	16861177	8.903179e-177
X	16944930	2.118729e-168
X	16961375	7.155193e-148
X	17020443	8.533139e-236
X	17061089	1.640572e-113
X	17331721	5.988314e-223
X	17352572	4.856955e-223
X	17423610	1.346051e-306
X	17450484	2.795876e-266
X	17513530	1.482499e-159
X	17558812	1.640605e-138
X	17735433	1.427823e-132
X	18242343	3.948637e-121
X	18483324	2.22625e-110
X	18592974	6.252787e-272
X	18610451	1.286846e-302
X	18662570	0.0
X	18709465	0.0
X	18751360	0.0
X	18801285	0.0
X	18885539	0.0
X	18915059	0.0
